CustomerID,CustomerType,Stage,Tenure,Plan,PaymentMethod,MonthlyCharges,TotalCharges,Churn Status
STA00120,Startup,0,6,Half Yearly,Credit Card,1899,11394,No
PR000138,Entrepreneur,0,3,Annual,UPI,1799,5397,No
STA00121,Startup,1,3,Month-to-Month,UPI,1999,5997,No
PR000139,Entrepreneur,0,4,Month-to-Month,UPI,1999,7996,No
STA00122,Startup,1,15,Annual,Credit Card,1799,26985,No
INF00138,Influencer,1,10,Month-to-Month,Credit Card,1999,19990,No
PR000140,Entrepreneur,0,13,Month-to-Month,Credit Card,1999,25987,Yes
PR000141,Entrepreneur,1,13,Half Yearly,Debit Card,1899,24687,No
STA00123,Startup,1,1,Month-to-Month,UPI,1999,1999,No
INF00139,Influencer,1,8,Month-to-Month,Debit Card,1999,15992,Yes
PR000142,Entrepreneur,0,8,Month-to-Month,UPI,1999,15992,No
STA00124,Startup,1,3,Half Yearly,Credit Card,1899,5697,No
STA00125,Startup,0,3,Half Yearly,UPI,1899,5697,No
INF00140,Influencer,1,3,Month-to-Month,UPI,1999,5997,Yes
PR000143,Entrepreneur,0,13,Half Yearly,Credit Card,1899,24687,No
PR000144,Entrepreneur,0,7,Half Yearly,Debit Card,1899,13293,Yes
STA00126,Startup,0,11,Annual,Debit Card,1799,19789,No
PR000145,Entrepreneur,0,9,Annual,Credit Card,1799,16191,No
STA00127,Startup,1,13,Month-to-Month,Debit Card,1999,25987,No
INF00141,Influencer,1,23,Annual,Debit Card,1799,41377,No
STA00128,Startup,1,7,Annual,Credit Card,1799,12593,No
STA00129,Startup,1,9,Annual,Debit Card,1799,16191,No
INF00142,Influencer,0,18,Annual,UPI,1799,32382,No
PR000146,Entrepreneur,0,7,Half Yearly,Credit Card,1899,13293,No
STA00130,Startup,0,5,Annual,UPI,1799,8995,No
PR000147,Entrepreneur,1,4,Half Yearly,Credit Card,1899,7596,No
INF00143,Influencer,1,13,Annual,Credit Card,1799,23387,No
INF00144,Influencer,1,8,Half Yearly,Credit Card,1899,15192,Yes
INF00145,Influencer,1,21,Half Yearly,Debit Card,1899,39879,Yes
INF00146,Influencer,0,20,Annual,UPI,1799,35980,No
PR000148,Entrepreneur,0,13,Annual,Debit Card,1799,23387,No
PR000149,Entrepreneur,1,8,Annual,Credit Card,1799,14392,No
INF00147,Influencer,1,9,Month-to-Month,Credit Card,1999,17991,Yes
STA00131,Startup,1,10,Month-to-Month,Credit Card,1999,19990,No
STA00132,Startup,0,9,Half Yearly,Credit Card,1899,17091,No
PR000150,Entrepreneur,1,1,Annual,UPI,1799,1799,Yes
STA00133,Startup,1,11,Annual,Credit Card,1799,19789,No
STA00134,Startup,1,1,Month-to-Month,Credit Card,1999,1999,No
PR000151,Entrepreneur,0,18,Annual,UPI,1799,32382,No
STA00135,Startup,0,1,Month-to-Month,Credit Card,1999,1999,No
PR000152,Entrepreneur,1,7,Month-to-Month,UPI,1999,13993,No
STA00136,Startup,0,4,Half Yearly,Debit Card,1899,7596,No
PR000153,Entrepreneur,0,6,Annual,UPI,1799,10794,No
PR000154,Entrepreneur,0,8,Half Yearly,Debit Card,1899,15192,No
INF00148,Influencer,1,3,Annual,Debit Card,1799,5397,Yes
INF00149,Influencer,0,5,Month-to-Month,Credit Card,1999,9995,No
INF00150,Influencer,0,4,Half Yearly,UPI,1899,7596,Yes
PR000155,Entrepreneur,1,3,Month-to-Month,Credit Card,1999,5997,Yes
PR000156,Entrepreneur,0,24,Annual,Debit Card,1799,43176,No
PR000157,Entrepreneur,0,6,Annual,UPI,1799,10794,No
INF00151,Influencer,0,16,Half Yearly,UPI,1899,30384,No
STA00137,Startup,1,6,Half Yearly,UPI,1899,11394,No
INF00152,Influencer,1,7,Half Yearly,Credit Card,1899,13293,Yes
STA00138,Startup,0,5,Month-to-Month,Debit Card,1999,9995,No
INF00153,Influencer,0,8,Annual,UPI,1799,14392,Yes
PR000158,Entrepreneur,1,4,Half Yearly,Debit Card,1899,7596,No
PR000159,Entrepreneur,1,7,Half Yearly,UPI,1899,13293,No
STA00139,Startup,0,2,Annual,Debit Card,1799,3598,No
STA00140,Startup,0,8,Half Yearly,Credit Card,1899,15192,No
STA00141,Startup,1,11,Month-to-Month,Debit Card,1999,21989,No
PR000160,Entrepreneur,0,4,Month-to-Month,UPI,1999,7996,No
INF00154,Influencer,1,14,Half Yearly,UPI,1899,26586,Yes
INF00155,Influencer,0,10,Half Yearly,Debit Card,1899,18990,No
STA00142,Startup,0,10,Annual,UPI,1799,17990,No
PR000161,Entrepreneur,0,12,Annual,UPI,1799,21588,No
STA00143,Startup,1,3,Annual,Credit Card,1799,5397,No
INF00156,Influencer,1,8,Half Yearly,Debit Card,1899,15192,Yes
INF00157,Influencer,1,3,Month-to-Month,UPI,1999,5997,Yes
PR000162,Entrepreneur,0,5,Annual,Credit Card,1799,8995,No
INF00158,Influencer,0,1,Month-to-Month,Debit Card,1999,1999,Yes
INF00159,Influencer,1,6,Annual,Debit Card,1799,10794,Yes
PR000163,Entrepreneur,0,4,Month-to-Month,Credit Card,1999,7996,No
INF00160,Influencer,0,8,Month-to-Month,UPI,1999,15992,Yes
STA00144,Startup,0,6,Month-to-Month,UPI,1999,11994,No
STA00145,Startup,0,12,Annual,UPI,1799,21588,No
INF00161,Influencer,0,18,Annual,Credit Card,1799,32382,No
STA00146,Startup,0,6,Half Yearly,UPI,1899,11394,No
PR000164,Entrepreneur,0,2,Month-to-Month,UPI,1999,3998,Yes
INF00162,Influencer,1,6,Half Yearly,UPI,1899,11394,Yes
STA00147,Startup,1,21,Annual,Credit Card,1799,37779,No
STA00148,Startup,0,6,Annual,Debit Card,1799,10794,No
INF00163,Influencer,1,5,Half Yearly,UPI,1899,9495,Yes
INF00164,Influencer,1,3,Annual,Debit Card,1799,5397,Yes
INF00165,Influencer,1,4,Annual,UPI,1799,7196,Yes
INF00166,Influencer,0,5,Month-to-Month,UPI,1999,9995,Yes
INF00167,Influencer,1,4,Month-to-Month,Credit Card,1999,7996,Yes
PR000165,Entrepreneur,1,2,Month-to-Month,UPI,1999,3998,Yes
STA00149,Startup,1,2,Half Yearly,UPI,1899,3798,No
PR000166,Entrepreneur,1,1,Half Yearly,UPI,1899,1899,Yes
PR000167,Entrepreneur,1,8,Annual,Credit Card,1799,14392,Yes
STA00150,Startup,1,8,Half Yearly,Credit Card,1899,15192,No
STA00151,Startup,1,1,Annual,Debit Card,1799,1799,No
PR000168,Entrepreneur,0,3,Half Yearly,UPI,1899,5697,No
INF00168,Influencer,0,4,Month-to-Month,UPI,1999,7996,Yes
INF00169,Influencer,1,2,Half Yearly,Debit Card,1899,3798,Yes
INF00170,Influencer,1,4,Half Yearly,Debit Card,1899,7596,Yes
PR000169,Entrepreneur,0,1,Month-to-Month,Credit Card,1999,1999,Yes
PR000170,Entrepreneur,0,20,Annual,Debit Card,1799,35980,No
PR000171,Entrepreneur,0,13,Month-to-Month,Debit Card,1999,25987,Yes
STA00152,Startup,0,4,Annual,Debit Card,1799,7196,No
PR000172,Entrepreneur,0,8,Month-to-Month,Credit Card,1999,15992,No
INF00171,Influencer,0,1,Half Yearly,Credit Card,1899,1899,Yes
STA00153,Startup,0,11,Half Yearly,Credit Card,1899,20889,No
STA00154,Startup,0,3,Month-to-Month,Credit Card,1999,5997,No
INF00172,Influencer,1,9,Half Yearly,Credit Card,1899,17091,Yes
PR000173,Entrepreneur,1,9,Annual,Debit Card,1799,16191,No
STA00155,Startup,0,7,Half Yearly,Debit Card,1899,13293,No
PR000174,Entrepreneur,1,11,Annual,Credit Card,1799,19789,Yes
PR000175,Entrepreneur,0,11,Month-to-Month,Credit Card,1999,21989,Yes
PR000176,Entrepreneur,1,18,Annual,UPI,1799,32382,No
STA00156,Startup,0,1,Annual,Debit Card,1799,1799,No
PR000177,Entrepreneur,0,4,Annual,Credit Card,1799,7196,No
STA00157,Startup,0,1,Half Yearly,Credit Card,1899,1899,No
PR000178,Entrepreneur,0,8,Half Yearly,UPI,1899,15192,No
STA00158,Startup,1,4,Half Yearly,UPI,1899,7596,No
STA00159,Startup,0,1,Annual,Credit Card,1799,1799,No
PR000179,Entrepreneur,0,9,Month-to-Month,Debit Card,1999,17991,No
INF00173,Influencer,1,4,Annual,UPI,1799,7196,Yes
STA00160,Startup,1,14,Half Yearly,Debit Card,1899,26586,No
PR000180,Entrepreneur,0,5,Half Yearly,Debit Card,1899,9495,No
INF00174,Influencer,0,2,Annual,UPI,1799,3598,No
INF00175,Influencer,1,1,Month-to-Month,Debit Card,1999,1999,Yes
PR000181,Entrepreneur,0,9,Half Yearly,Debit Card,1899,17091,Yes
INF00176,Influencer,1,4,Annual,Debit Card,1799,7196,Yes
INF00177,Influencer,0,11,Annual,Credit Card,1799,19789,No
STA00161,Startup,0,3,Half Yearly,Debit Card,1899,5697,No
PR000182,Entrepreneur,0,7,Annual,Credit Card,1799,12593,No
INF00178,Influencer,0,12,Annual,Debit Card,1799,21588,No
INF00179,Influencer,0,8,Half Yearly,UPI,1899,15192,Yes
INF00180,Influencer,1,3,Half Yearly,Credit Card,1899,5697,Yes
INF00181,Influencer,1,3,Month-to-Month,Credit Card,1999,5997,Yes
INF00182,Influencer,0,3,Month-to-Month,Debit Card,1999,5997,Yes
INF00183,Influencer,0,3,Annual,Debit Card,1799,5397,Yes
STA00162,Startup,0,14,Half Yearly,UPI,1899,26586,No
PR000183,Entrepreneur,0,22,Annual,UPI,1799,39578,No
INF00184,Influencer,0,5,Month-to-Month,Debit Card,1999,9995,Yes
PR000184,Entrepreneur,1,8,Annual,Debit Card,1799,14392,Yes
PR000185,Entrepreneur,1,11,Month-to-Month,Credit Card,1999,21989,Yes
PR000186,Entrepreneur,1,18,Annual,Debit Card,1799,32382,No
INF00185,Influencer,1,21,Month-to-Month,UPI,1999,41979,Yes
INF00186,Influencer,1,6,Annual,Debit Card,1799,10794,Yes
STA00163,Startup,0,4,Half Yearly,Debit Card,1899,7596,No
INF00187,Influencer,0,5,Month-to-Month,Debit Card,1999,9995,Yes
STA00164,Startup,1,11,Half Yearly,Debit Card,1899,20889,No
INF00188,Influencer,1,5,Half Yearly,UPI,1899,9495,Yes
INF00189,Influencer,0,8,Annual,UPI,1799,14392,Yes
STA00165,Startup,0,13,Month-to-Month,UPI,1999,25987,No
INF00190,Influencer,1,9,Month-to-Month,Credit Card,1999,17991,Yes
PR000187,Entrepreneur,0,7,Month-to-Month,Debit Card,1999,13993,No
STA00166,Startup,1,11,Annual,Credit Card,1799,19789,No
PR000188,Entrepreneur,0,5,Half Yearly,Credit Card,1899,9495,No
STA00167,Startup,1,8,Month-to-Month,Debit Card,1999,15992,No
PR000189,Entrepreneur,1,3,Month-to-Month,Debit Card,1999,5997,No
PR000190,Entrepreneur,0,11,Month-to-Month,UPI,1999,21989,Yes
STA00168,Startup,0,1,Half Yearly,Credit Card,1899,1899,No
PR000191,Entrepreneur,0,6,Annual,Credit Card,1799,10794,No
STA00169,Startup,1,21,Month-to-Month,UPI,1999,41979,No
INF00191,Influencer,1,5,Month-to-Month,Credit Card,1999,9995,Yes
INF00192,Influencer,1,3,Annual,UPI,1799,5397,Yes
INF00193,Influencer,1,5,Half Yearly,UPI,1899,9495,Yes
STA00170,Startup,1,4,Annual,Debit Card,1799,7196,No
PR000192,Entrepreneur,1,2,Half Yearly,Credit Card,1899,3798,Yes
INF00194,Influencer,1,15,Month-to-Month,Debit Card,1999,29985,Yes
INF00195,Influencer,0,7,Half Yearly,Debit Card,1899,13293,Yes
STA00171,Startup,0,6,Month-to-Month,UPI,1999,11994,No
INF00196,Influencer,1,10,Half Yearly,Debit Card,1899,18990,No
INF00197,Influencer,0,4,Month-to-Month,UPI,1999,7996,Yes
INF00198,Influencer,1,3,Month-to-Month,Credit Card,1999,5997,Yes
PR000193,Entrepreneur,1,7,Annual,Debit Card,1799,12593,No
STA00172,Startup,0,1,Half Yearly,Credit Card,1899,1899,No
STA00173,Startup,1,2,Annual,UPI,1799,3598,No
STA00174,Startup,0,1,Half Yearly,Debit Card,1899,1899,No
STA00175,Startup,1,6,Half Yearly,UPI,1899,11394,No
PR000194,Entrepreneur,1,2,Annual,UPI,1799,3598,Yes
STA00176,Startup,1,6,Annual,UPI,1799,10794,No
STA00177,Startup,1,13,Month-to-Month,UPI,1999,25987,No
INF00199,Influencer,1,2,Half Yearly,Debit Card,1899,3798,No
STA00178,Startup,1,4,Half Yearly,Credit Card,1899,7596,No
INF00200,Influencer,1,2,Month-to-Month,Credit Card,1999,3998,Yes
PR000195,Entrepreneur,0,4,Half Yearly,Credit Card,1899,7596,No
STA00179,Startup,0,7,Annual,Credit Card,1799,12593,No
INF00201,Influencer,1,14,Month-to-Month,Credit Card,1999,27986,Yes
PR000196,Entrepreneur,1,1,Half Yearly,Debit Card,1899,1899,Yes
PR000197,Entrepreneur,0,3,Half Yearly,Debit Card,1899,5697,No
STA00180,Startup,0,1,Annual,UPI,1799,1799,No
STA00181,Startup,0,10,Half Yearly,UPI,1899,18990,No
PR000198,Entrepreneur,1,10,Month-to-Month,UPI,1999,19990,Yes
INF00202,Influencer,0,4,Month-to-Month,Debit Card,1999,7996,Yes
STA00182,Startup,1,13,Annual,Debit Card,1799,23387,No
INF00203,Influencer,1,23,Half Yearly,UPI,1899,43677,No
PR000199,Entrepreneur,1,3,Month-to-Month,Credit Card,1999,5997,Yes
STA00183,Startup,0,6,Half Yearly,Debit Card,1899,11394,No
STA00184,Startup,0,1,Half Yearly,Debit Card,1899,1899,No
INF00204,Influencer,1,3,Month-to-Month,Debit Card,1999,5997,Yes
STA00185,Startup,0,10,Month-to-Month,Debit Card,1999,19990,No
INF00205,Influencer,0,14,Month-to-Month,Debit Card,1999,27986,Yes
INF00206,Influencer,0,22,Annual,Debit Card,1799,39578,No
PR000200,Entrepreneur,0,9,Annual,UPI,1799,16191,No
PR000201,Entrepreneur,1,5,Half Yearly,UPI,1899,9495,No
STA00186,Startup,0,9,Half Yearly,Debit Card,1899,17091,No
INF00207,Influencer,1,5,Half Yearly,Credit Card,1899,9495,Yes
PR000202,Entrepreneur,1,5,Month-to-Month,Credit Card,1999,9995,Yes
INF00208,Influencer,1,8,Month-to-Month,Credit Card,1999,15992,Yes
INF00209,Influencer,1,10,Annual,Debit Card,1799,17990,No
STA00187,Startup,0,23,Half Yearly,Credit Card,1899,43677,No
PR000203,Entrepreneur,0,9,Annual,UPI,1799,16191,No
INF00210,Influencer,1,7,Annual,UPI,1799,12593,Yes
INF00211,Influencer,0,3,Half Yearly,Debit Card,1899,5697,Yes
INF00212,Influencer,1,4,Half Yearly,UPI,1899,7596,Yes
INF00213,Influencer,1,3,Annual,UPI,1799,5397,Yes
PR000204,Entrepreneur,1,9,Annual,UPI,1799,16191,No
PR000205,Entrepreneur,1,7,Annual,Credit Card,1799,12593,No
STA00188,Startup,1,8,Annual,UPI,1799,14392,No
STA00189,Startup,0,4,Half Yearly,Debit Card,1899,7596,Yes
INF00214,Influencer,1,3,Half Yearly,Credit Card,1899,5697,Yes
STA00190,Startup,1,3,Annual,Credit Card,1799,5397,No
INF00215,Influencer,1,7,Annual,Debit Card,1799,12593,Yes
STA00191,Startup,1,14,Month-to-Month,Credit Card,1999,27986,No
INF00216,Influencer,1,5,Month-to-Month,Credit Card,1999,9995,Yes
INF00217,Influencer,0,24,Annual,Debit Card,1799,43176,No
STA00192,Startup,0,10,Half Yearly,Credit Card,1899,18990,No
STA00193,Startup,1,1,Month-to-Month,Credit Card,1999,1999,No
INF00218,Influencer,1,7,Annual,Credit Card,1799,12593,Yes
PR000206,Entrepreneur,1,9,Half Yearly,Debit Card,1899,17091,No
INF00219,Influencer,1,9,Half Yearly,UPI,1899,17091,Yes
STA00194,Startup,1,4,Month-to-Month,UPI,1999,7996,Yes
PR000207,Entrepreneur,0,5,Half Yearly,Credit Card,1899,9495,No
INF00220,Influencer,1,3,Month-to-Month,UPI,1999,5997,Yes
INF00221,Influencer,1,12,Annual,Debit Card,1799,21588,No
PR000208,Entrepreneur,0,1,Half Yearly,UPI,1899,1899,Yes
INF00222,Influencer,1,5,Half Yearly,Debit Card,1899,9495,Yes
PR000209,Entrepreneur,0,3,Month-to-Month,Credit Card,1999,5997,No
INF00223,Influencer,1,7,Half Yearly,UPI,1899,13293,Yes
PR000210,Entrepreneur,1,3,Half Yearly,Debit Card,1899,5697,No
STA00195,Startup,1,7,Month-to-Month,UPI,1999,13993,Yes
STA00196,Startup,0,6,Half Yearly,Debit Card,1899,11394,No
INF00224,Influencer,0,5,Month-to-Month,Credit Card,1999,9995,Yes
INF00225,Influencer,0,11,Month-to-Month,Debit Card,1999,21989,No
PR000211,Entrepreneur,1,17,Month-to-Month,Debit Card,1999,33983,Yes
PR000212,Entrepreneur,0,9,Month-to-Month,UPI,1999,17991,No
STA00197,Startup,1,3,Half Yearly,UPI,1899,5697,No
STA00198,Startup,1,4,Half Yearly,UPI,1899,7596,No
INF00226,Influencer,0,16,Annual,Debit Card,1799,28784,No
PR000213,Entrepreneur,0,4,Month-to-Month,Debit Card,1999,7996,No
PR000214,Entrepreneur,0,9,Half Yearly,Debit Card,1899,17091,No
PR000215,Entrepreneur,0,9,Annual,UPI,1799,16191,No
STA00199,Startup,0,23,Annual,UPI,1799,41377,No
INF00227,Influencer,1,7,Half Yearly,Credit Card,1899,13293,Yes
INF00228,Influencer,1,6,Annual,Credit Card,1799,10794,Yes
PR000216,Entrepreneur,0,21,Annual,Credit Card,1799,37779,No
STA00200,Startup,0,7,Annual,UPI,1799,12593,No
INF00229,Influencer,1,3,Half Yearly,UPI,1899,5697,Yes
STA00201,Startup,1,1,Half Yearly,UPI,1899,1899,No
INF00230,Influencer,0,3,Annual,Debit Card,1799,5397,Yes
PR000217,Entrepreneur,1,14,Month-to-Month,Credit Card,1999,27986,Yes
INF00231,Influencer,0,4,Month-to-Month,UPI,1999,7996,Yes
INF00232,Influencer,0,24,Annual,Debit Card,1799,43176,No
PR000218,Entrepreneur,0,20,Month-to-Month,Debit Card,1999,39980,No
STA00202,Startup,0,4,Half Yearly,Credit Card,1899,7596,No
PR000219,Entrepreneur,0,20,Annual,Credit Card,1799,35980,No
STA00203,Startup,1,10,Month-to-Month,Debit Card,1999,19990,No
PR000220,Entrepreneur,1,6,Month-to-Month,Credit Card,1999,11994,No
STA00204,Startup,1,24,Annual,UPI,1799,43176,No
STA00205,Startup,1,7,Month-to-Month,Credit Card,1999,13993,No
STA00206,Startup,1,8,Month-to-Month,UPI,1999,15992,No
STA00207,Startup,0,6,Annual,Credit Card,1799,10794,No
INF00233,Influencer,0,3,Month-to-Month,Debit Card,1999,5997,Yes
STA00208,Startup,1,3,Month-to-Month,UPI,1999,5997,No
INF00234,Influencer,1,6,Month-to-Month,UPI,1999,11994,Yes
INF00235,Influencer,1,4,Half Yearly,UPI,1899,7596,Yes
INF00236,Influencer,1,2,Half Yearly,Credit Card,1899,3798,Yes
STA00209,Startup,0,2,Annual,Credit Card,1799,3598,No
INF00237,Influencer,1,8,Month-to-Month,Debit Card,1999,15992,Yes
STA00210,Startup,0,5,Half Yearly,Debit Card,1899,9495,No
INF00238,Influencer,0,1,Month-to-Month,UPI,1999,1999,No
INF00239,Influencer,0,4,Month-to-Month,Credit Card,1999,7996,Yes
PR000221,Entrepreneur,1,4,Month-to-Month,Debit Card,1999,7996,No
PR000222,Entrepreneur,1,18,Half Yearly,UPI,1899,34182,No
INF00240,Influencer,0,4,Half Yearly,UPI,1899,7596,Yes
INF00241,Influencer,0,5,Month-to-Month,Credit Card,1999,9995,Yes
STA00211,Startup,1,3,Half Yearly,UPI,1899,5697,No
PR000223,Entrepreneur,0,7,Half Yearly,Debit Card,1899,13293,No
INF00242,Influencer,0,22,Annual,UPI,1799,39578,No
STA00212,Startup,1,21,Month-to-Month,UPI,1999,41979,No
PR000224,Entrepreneur,0,3,Half Yearly,UPI,1899,5697,No
PR000225,Entrepreneur,0,8,Annual,Debit Card,1799,14392,No
PR000226,Entrepreneur,0,18,Month-to-Month,Credit Card,1999,35982,Yes
PR000227,Entrepreneur,1,3,Annual,UPI,1799,5397,No
PR000228,Entrepreneur,0,13,Annual,Debit Card,1799,23387,No
STA00213,Startup,1,3,Annual,Credit Card,1799,5397,No
STA00214,Startup,0,18,Half Yearly,Debit Card,1899,34182,No
STA00215,Startup,0,9,Annual,Debit Card,1799,16191,No
INF00243,Influencer,0,21,Annual,UPI,1799,37779,No
STA00216,Startup,0,6,Annual,UPI,1799,10794,No
INF00244,Influencer,1,8,Month-to-Month,Credit Card,1999,15992,Yes
STA00217,Startup,0,14,Annual,Debit Card,1799,25186,No
STA00218,Startup,0,2,Half Yearly,Credit Card,1899,3798,No
STA00219,Startup,1,2,Annual,UPI,1799,3598,No
STA00220,Startup,1,14,Half Yearly,UPI,1899,26586,No
INF00245,Influencer,0,20,Annual,Debit Card,1799,35980,No
INF00246,Influencer,0,7,Annual,Debit Card,1799,12593,Yes
STA00221,Startup,0,2,Month-to-Month,Credit Card,1999,3998,No
STA00222,Startup,1,16,Month-to-Month,Debit Card,1999,31984,No
STA00223,Startup,0,2,Half Yearly,UPI,1899,3798,No
PR000229,Entrepreneur,1,8,Annual,Debit Card,1799,14392,No
INF00247,Influencer,0,14,Annual,Debit Card,1799,25186,No
PR000230,Entrepreneur,0,10,Annual,Debit Card,1799,17990,No
INF00248,Influencer,0,4,Month-to-Month,UPI,1999,7996,No
STA00224,Startup,1,15,Month-to-Month,UPI,1999,29985,No
STA00225,Startup,1,11,Half Yearly,Credit Card,1899,20889,No
PR000231,Entrepreneur,1,1,Half Yearly,Debit Card,1899,1899,Yes
INF00249,Influencer,0,2,Month-to-Month,Debit Card,1999,3998,Yes
PR000232,Entrepreneur,1,2,Annual,UPI,1799,3598,Yes
STA00226,Startup,1,23,Annual,UPI,1799,41377,No
STA00227,Startup,0,1,Annual,Debit Card,1799,1799,No
INF00250,Influencer,0,3,Annual,Credit Card,1799,5397,Yes
INF00251,Influencer,1,14,Month-to-Month,Credit Card,1999,27986,Yes
STA00228,Startup,0,3,Half Yearly,UPI,1899,5697,No
INF00252,Influencer,0,10,Month-to-Month,Debit Card,1999,19990,Yes
PR000233,Entrepreneur,1,2,Half Yearly,Debit Card,1899,3798,Yes
INF00253,Influencer,1,8,Month-to-Month,Debit Card,1999,15992,Yes
STA00229,Startup,1,24,Annual,UPI,1799,43176,No
STA00230,Startup,0,1,Annual,Credit Card,1799,1799,No
INF00254,Influencer,1,5,Half Yearly,Debit Card,1899,9495,Yes
STA00231,Startup,0,15,Half Yearly,Debit Card,1899,28485,No
INF00255,Influencer,1,10,Half Yearly,Debit Card,1899,18990,No
STA00232,Startup,0,7,Half Yearly,Credit Card,1899,13293,No
PR000234,Entrepreneur,0,10,Half Yearly,Credit Card,1899,18990,No
STA00233,Startup,0,4,Half Yearly,Credit Card,1899,7596,No
INF00256,Influencer,1,18,Half Yearly,Credit Card,1899,34182,Yes
PR000235,Entrepreneur,1,7,Month-to-Month,UPI,1999,13993,No
PR000236,Entrepreneur,0,3,Month-to-Month,UPI,1999,5997,Yes
PR000237,Entrepreneur,0,10,Annual,Credit Card,1799,17990,No
INF00257,Influencer,1,24,Month-to-Month,UPI,1999,47976,No
PR000238,Entrepreneur,0,2,Month-to-Month,UPI,1999,3998,Yes
STA00234,Startup,1,6,Month-to-Month,Credit Card,1999,11994,No
PR000239,Entrepreneur,1,10,Annual,UPI,1799,17990,Yes
PR000240,Entrepreneur,0,14,Half Yearly,UPI,1899,26586,No
STA00235,Startup,0,12,Annual,Credit Card,1799,21588,No
STA00236,Startup,0,3,Month-to-Month,Credit Card,1999,5997,No
STA00237,Startup,0,2,Month-to-Month,Credit Card,1999,3998,No
PR000241,Entrepreneur,0,7,Month-to-Month,Debit Card,1999,13993,No
PR000242,Entrepreneur,0,13,Annual,UPI,1799,23387,No
INF00258,Influencer,0,10,Half Yearly,Credit Card,1899,18990,No
INF00259,Influencer,1,7,Month-to-Month,Credit Card,1999,13993,Yes
STA00238,Startup,0,6,Month-to-Month,Debit Card,1999,11994,No
STA00239,Startup,1,9,Half Yearly,UPI,1899,17091,No
STA00240,Startup,1,3,Half Yearly,UPI,1899,5697,No
INF00260,Influencer,1,7,Half Yearly,UPI,1899,13293,Yes
INF00261,Influencer,0,8,Month-to-Month,Debit Card,1999,15992,Yes
INF00262,Influencer,0,9,Month-to-Month,UPI,1999,17991,Yes
INF00263,Influencer,1,5,Half Yearly,UPI,1899,9495,Yes
INF00264,Influencer,1,4,Half Yearly,Debit Card,1899,7596,Yes
STA00241,Startup,0,9,Month-to-Month,Debit Card,1999,17991,No
INF00265,Influencer,1,3,Half Yearly,UPI,1899,5697,Yes
PR000243,Entrepreneur,0,1,Half Yearly,Debit Card,1899,1899,Yes
STA00242,Startup,0,11,Annual,UPI,1799,19789,No
STA00243,Startup,0,8,Half Yearly,UPI,1899,15192,No
INF00266,Influencer,0,5,Half Yearly,Debit Card,1899,9495,Yes
INF00267,Influencer,0,23,Annual,Debit Card,1799,41377,No
STA00244,Startup,1,5,Annual,Debit Card,1799,8995,No
PR000244,Entrepreneur,0,9,Month-to-Month,UPI,1999,17991,No
INF00268,Influencer,0,4,Month-to-Month,UPI,1999,7996,Yes
STA00245,Startup,0,3,Annual,Debit Card,1799,5397,No
STA00246,Startup,0,6,Month-to-Month,Debit Card,1999,11994,No
